ranking,score_final,roic_score,growth_2006_score,growth_2017_score,ev_ebit_score,symbol,companyName,exchange,sector,industry,current_price,fair_value_min,fair_value_max,trading_currency,reported_currency,ey_overall_min,ey_overall_max,ey_q1_min,ey_q1_max,ey_q2_min,ey_q2_max,ey_q3_min,ey_q3_max,ey_q4_min,ey_q4_max,ey_q5_min,ey_q5_max,fair_value_min_unconverted,fair_value_max_unconverted,marketCapTTM,enterpriseValueTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnInvestedCapitalTTM_win,returnOnInvestedCapitalTTM_original,ev_ebit,ev_ebit_win,ev_ebit_original,revenue_per_share_cagr_2006_ltm,revenue_per_share_cagr_2006_ltm_win,revenue_per_share_cagr_2006_ltm_original,revenue_per_share_cagr_2017_ltm,revenue_per_share_cagr_2017_ltm_win,revenue_per_share_cagr_2017_ltm_original,operating_income_per_share_cagr_2006_ltm,operating_income_per_share_cagr_2017_ltm,revenue_per_share_2006,revenue_per_share_2017,revenue_per_share_ltm,operating_income_per_share_2006,operating_income_per_share_2017,operating_income_per_share_ltm,revenue_2006,operatingIncome_2006,shares_2006,revenue_2017,operatingIncome_2017,shares_2017,revenue_ltm,operatingIncome_ltm,shares_ltm,netIncome_ltm,incomeTaxExpense_ltm,interestExpense_ltm,ebit_ltm
308,0.63194,0.25991,0.63700,0.78269,0.89254,SMMF,"Summit Financial Group, Inc.",NASDAQ,Financial Services,Banks - Regional,25.70000,11.54690,29.70585,USD,USD,0.00490,0.33949,,,,,,,,,,,11.54690,29.70585,377448190.00000,740224190.00000,0.13499,0.07318,0.07318,0.07318,5.81873,5.81873,5.81873,0.06189,0.06189,0.06189,0.11242,0.11242,0.11242,-0.01715,0.05490,5.07571,6.77365,15.88439,7.47867,3.51104,5.38417,39549377.00000,58272947.00000,7791890.00000,80731000.00000,41846000.00000,11918390.00000,233240000,79059000,14683596.00000,58185000,16583000.00000,52445999.00000,127213999.00000
309,0.63082,0.48708,1.00000,0.53995,0.74122,CTSH,Cognizant Technology Solutions Corporation,NASDAQ,Technology,Information Technology Services,68.74000,52.81871,86.77473,USD,USD,0.02059,0.08539,,,,,,,,,,,52.81871,86.77473,33999835100.00000,33248835100.00000,0.15929,0.13459,0.13459,0.13459,11.05715,11.05715,11.05715,0.15624,0.13030,0.15624,0.06022,0.06022,0.06022,0.14426,0.04495,2.52784,24.97470,39.87071,0.45958,4.18381,5.94747,1424267000.00000,258943000.00000,563432000.00000,14810000000.00000,2481000000.00000,593000000.00000,19736000000,2944000000,495000000.00000,2240000000,713000000.00000,54000000.00000,3007000000.00000
313,0.62888,0.29857,0.85323,0.66504,0.87224,SBGI,"Sinclair Broadcast Group, Inc.",NASDAQ,Communication Services,Entertainment,13.78000,0.91644,34.96425,USD,USD,0.00258,5.11762,,,,,,,,,,,0.91644,34.96425,915947354.00000,4499947354.00000,2.41715,0.08363,0.08363,0.08363,6.52166,6.52166,6.52166,0.10264,0.10264,0.10264,0.08712,0.08712,0.08712,0.08215,0.01508,8.34662,27.38390,53.42167,1.85788,7.38658,8.32643,715138000.00000,159183000.00000,85680000.00000,2734118000.00000,737506000.00000,99844000.00000,3548000000,553000000,66415000.00000,310000000,76000000.00000,304000000.00000,690000000.00000
314,0.62834,0.43436,0.64878,0.56301,0.86450,ENS,EnerSys,NYSE,Industrials,Electrical Equipment & Parts,80.89000,33.28592,119.74965,USD,USD,0.01477,0.24695,,,,,,,,,,,33.28592,119.74965,3189371365.00000,2755803365.00000,0.18116,0.12034,0.12034,0.12034,6.78945,6.78945,6.78945,0.06411,0.06411,0.06411,0.06518,0.06518,0.06518,0.11216,0.09384,27.76033,54.55488,90.40720,1.47848,5.43682,11.14257,1283265000.00000,68345000.00000,46226582.00000,2367100000.00000,235900000.00000,43389333.00000,3553458000,437959000,39305035.00000,328101000,28688000.00000,49106000.00000,405895000.00000
316,0.62728,0.36201,0.59556,0.60398,0.91814,CAC,Camden National Corporation,NASDAQ,Financial Services,Banks - Regional,36.46000,18.65826,38.02515,USD,USD,0.01577,0.19509,,,,,,,,,,,18.65826,38.02515,614890608.00000,900548608.00000,0.10237,0.10078,0.10078,0.10078,4.93278,4.93278,4.93278,0.05408,0.05408,0.05408,0.07399,0.07399,0.07399,-0.00132,0.04704,6.34133,9.74515,17.24960,7.94220,5.36169,7.74463,65819000.00000,82435000.00000,10379368.00000,151144000.00000,83158000.00000,15509665.00000,250560000,112495000,14525556.00000,53004000,12456000.00000,117104000.00000,182564000.00000
317,0.62723,0.48693,0.59323,0.70857,0.71734,HCCI,"Heritage-Crystal Clean, Inc",NASDAQ,Industrials,Waste Management,45.51000,22.21053,57.35442,USD,USD,0.00358,0.14453,,,,,,,,,,,22.21053,57.35442,1107836277.00000,1303181277.00000,0.21950,0.13455,0.13455,0.13455,11.88383,11.88383,11.88383,0.05364,0.05364,0.05364,0.09648,0.09648,0.09648,0.08593,0.14539,12.50076,16.14849,33.73865,0.96695,1.56328,4.63072,73716986.00000,5702101.00000,5897000.00000,365957000.00000,35427000.00000,22662000.00000,798965000,109660000,23681000.00000,76002000,27156000.00000,6502000.00000,109660000.00000
319,0.62605,0.19037,0.69378,0.76367,0.94298,NRIM,"Northrim BanCorp, Inc.",NASDAQ,Financial Services,Banks - Regional,68.31000,22.86204,71.23338,USD,USD,0.00368,0.29350,,,,,,,,,,,22.86204,71.23338,375837521.00000,353943521.00000,0.14589,0.05438,0.05438,0.05438,4.07290,4.07290,4.07290,0.07259,0.07259,0.07259,0.10833,0.10833,0.10833,0.01639,0.09245,8.17808,13.60118,30.96888,6.36566,4.27367,8.66969,55180000.00000,42951000.00000,6747302.00000,93707000.00000,29444000.00000,6889621.00000,170610000,47762000,5509078.00000,36971000,10023000.00000,39908000.00000,86902000.00000
325,0.62369,0.35446,0.95972,0.67527,0.76453,URBN,"Urban Outfitters, Inc.",NASDAQ,Consumer Cyclical,Apparel - Retail,46.61000,30.90051,67.72911,USD,USD,0.00143,0.14045,,,,,,,,,,,30.90051,67.72911,4318919888.00000,5126796888.00000,0.17445,0.09874,0.09874,0.09874,10.25007,10.25007,10.25007,0.12271,0.12271,0.12271,0.08932,0.08932,0.08932,0.07690,0.07547,6.67067,30.33886,60.15061,1.26864,2.89654,5.18387,1092107000.00000,207699000.00000,163717726.00000,3545794000.00000,338527000.00000,116873023.00000,5550666000,478365000,92279466.00000,402462000,97710000.00000,0.00000,500172000.00000
326,0.62307,0.46311,1.00000,0.45592,0.80328,FSLR,"First Solar, Inc.",NASDAQ,Energy,Solar,128.69000,35.53454,193.92420,USD,USD,0.00083,0.33939,,,,,,,,,,,35.53454,193.92420,13777808780.00000,12875234780.00000,0.17384,0.12811,0.12811,0.12811,8.90891,8.90891,8.90891,0.15858,0.13030,0.15858,0.04215,0.04215,0.04215,0.34233,0.29387,2.39698,28.23842,39.28981,0.04990,1.70747,13.41134,134974000.00000,2810000.00000,56310000.00000,2941324000.00000,177851000.00000,104160377.00000,4206289000,1435791000,107058000.00000,1292044000,114294000.00000,38870000.00000,1445208000.00000
327,0.62300,0.58422,0.52313,0.59412,0.70982,CAT,Caterpillar Inc.,NYSE,Industrials,Agricultural - Machinery,288.08000,180.52342,292.85114,USD,USD,0.01409,0.12259,,,,,,,,,,,180.52342,292.85114,137682650560.00000,169202650560.00000,0.58607,0.16085,0.16085,0.16085,12.14402,12.14402,12.14402,0.04043,0.04043,0.04043,0.07187,0.07187,0.07187,0.07103,0.17752,63.02869,76.81987,133.84758,7.47078,7.44508,27.51755,41517000000.00000,4921000000.00000,658700000.00000,45462000000.00000,4406000000.00000,591800000.00000,64809000000,13324000000,484200000.00000,10792000000,2629000000.00000,512000000.00000,13933000000.00000
337,0.62022,0.59624,0.97187,0.32338,0.76593,GDEN,"Golden Entertainment, Inc.",NASDAQ,Consumer Cyclical,"Gambling, Resorts & Casinos",24.60000,2.84480,40.61154,USD,USD,0.00181,1.29767,,,,,,,,,,,2.84480,40.61154,652170600.00000,1098487600.00000,0.20175,0.16410,0.16410,0.16410,10.20160,10.20160,10.20160,0.12500,0.12500,0.12500,0.01365,0.01365,0.01365,0.01735,0.25761,2.62346,22.06483,24.59222,3.00347,0.66557,4.16448,29872000.00000,34199000.00000,11386500.00000,509808000.00000,15378000.00000,23105000.00000,666818000,112920000,27115000.00000,105717000,-32923000.00000,34884000.00000,107678000.00000
338,0.62002,0.26550,0.84803,0.97005,0.65747,ICLR,ICON Public Limited Company,NASDAQ,Healthcare,Medical - Diagnostics & Research,153.72000,84.72605,164.17208,USD,USD,0.01212,0.11342,,,,,,,,,,,84.72605,164.17208,12413950668.00000,15441410668.00000,0.08263,0.07469,0.07469,0.07469,13.95618,13.95618,13.95618,0.10166,0.10166,0.10166,0.15271,0.15271,0.15271,0.11839,0.11019,16.09031,32.48582,101.26078,1.68872,6.13245,14.15178,455597000.00000,47816000.00000,28314985.00000,1758439000.00000,331946000.00000,54129439.00000,8281676000,1157412000,81785620.00000,791474000,77710000.00000,237237000.00000,1106421000.00000
341,0.61820,0.44010,0.45851,0.68606,0.78987,BYD,Boyd Gaming Corporation,NYSE,Consumer Cyclical,"Gambling, Resorts & Casinos",61.77000,10.13761,90.18501,USD,USD,0.00201,0.60468,,,,,,,,,,,10.13761,90.18501,5096809479.00000,8711317479.00000,0.34608,0.12189,0.12189,0.12189,9.37293,9.37293,9.37293,0.02825,0.02825,0.02825,0.09164,0.09164,0.09164,0.05192,0.16366,24.80916,20.88450,42.11795,3.84329,2.99069,10.05505,2192634000.00000,339670000.00000,88380000.00000,2400819000.00000,343801000.00000,114957000.00000,3930194000,938277000,93314000.00000,577952000,174051000.00000,177409000.00000,929412000.00000
342,0.61739,0.40018,0.65987,0.59947,0.83622,TGT,Target Corporation,NYSE,Consumer Defensive,Discount Stores,95.72000,68.82998,120.51380,USD,USD,0.00971,0.12901,,,,,,,,,,,68.82998,120.51380,43607734720.00000,44063734720.00000,0.28497,0.11110,0.11110,0.11110,7.76864,7.76864,7.76864,0.06620,0.06620,0.06620,0.07302,0.07302,0.07302,0.03908,0.05885,69.02193,132.75171,233.28809,5.88119,7.71163,12.18476,59490000000.00000,5069000000.00000,861900000.00000,72714000000.00000,4224000000.00000,547744361.00000,106566000000,5566000000,456800000.00000,4091000000,1170000000.00000,411000000.00000,5672000000.00000
344,0.61593,0.04292,0.30542,0.98958,1.00000,PFBC,Preferred Bank,NASDAQ,Financial Services,Banks - Regional,76.01000,16.95502,96.27979,USD,USD,0.00142,0.57564,,,,,,,,,,,16.95502,96.27979,1017979127.00000,417923127.00000,0.17802,0.01452,0.01452,0.01452,0.99387,2.09891,0.99387,-0.00060,-0.00060,-0.00060,0.15691,0.15691,0.15691,-0.06077,0.04442,30.34279,9.34728,29.99749,34.97616,7.50580,10.62685,61866000.00000,71313000.00000,2038903.00000,134965000.00000,108376000.00000,14438964.00000,399801999,141633000,13327848.00000,130662000,53371000.00000,236468000.00000,420501000.00000
347,0.61344,0.44143,0.77098,0.83333,0.58239,WNS,WNS (Holdings) Limited,NYSE,Technology,Information Technology Services,62.24000,31.65423,73.03896,USD,USD,0.00184,0.09446,,,,,,,,,,,31.65423,73.03896,2703245024.00000,2983093024.00000,0.17562,0.12225,0.12225,0.12225,16.55517,16.55517,16.55517,0.08714,0.08714,0.08714,0.12331,0.12331,0.12331,0.10549,0.20222,6.19636,11.95528,30.30799,0.60726,0.93554,4.08261,202809000.00000,19876000.00000,32730357.00000,602546000.00000,47151000.00000,50400000.00000,1315485000,177201000,43403903.00000,131846000,26188000.00000,22157000.00000,180191000.00000
350,0.61273,0.00000,0.94821,1.00000,0.85216,ACGLN,Arch Capital Group Ltd.,NASDAQ,Financial Services,Insurance - Diversified,17.25000,33.72469,78.95036,USD,USD,0.00235,0.34011,,,,,,,,,,,33.72469,78.95036,32999136280.00000,34748136280.00000,0.20752,0.00000,0.00292,0.00000,7.21664,7.21664,7.21664,0.12054,0.12054,0.12054,0.16649,0.15915,0.16649,0.11700,0.20435,5.23997,13.28581,45.54362,1.15643,2.13857,9.46577,3452678000.00000,761983000.00000,658911888.00000,5369307000.00000,864277000.00000,404138364.00000,16965000000,3526000000,372500000.00000,4312000000,362000000.00000,141000000.00000,4815000000.00000
352,0.61273,0.00000,0.94821,1.00000,0.85216,ACGLO,Arch Capital Group Ltd.,NASDAQ,Financial Services,Insurance - Diversified,20.53000,33.72469,78.95036,USD,USD,0.00235,0.34011,,,,,,,,,,,33.72469,78.95036,32999136280.00000,34748136280.00000,0.20752,0.00000,0.00292,0.00000,7.21664,7.21664,7.21664,0.12054,0.12054,0.12054,0.16649,0.15915,0.16649,0.11700,0.20435,5.23997,13.28581,45.54362,1.15643,2.13857,9.46577,3452678000.00000,761983000.00000,658911888.00000,5369307000.00000,864277000.00000,404138364.00000,16965000000,3526000000,372500000.00000,4312000000,362000000.00000,141000000.00000,4815000000.00000
353,0.61273,0.00000,0.94821,1.00000,0.85216,ACGLP,Arch Capital Group Ltd.,NASDAQ,Financial Services,Insurance - Diversified,24.99000,33.72469,78.95036,USD,USD,0.00235,0.34011,,,,,,,,,,,33.72469,78.95036,32999136280.00000,34748136280.00000,0.20752,0.00000,0.00292,0.00000,7.21664,7.21664,7.21664,0.12054,0.12054,0.12054,0.16649,0.15915,0.16649,0.11700,0.20435,5.23997,13.28581,45.54362,1.15643,2.13857,9.46577,3452678000.00000,761983000.00000,658911888.00000,5369307000.00000,864277000.00000,404138364.00000,16965000000,3526000000,372500000.00000,4312000000,362000000.00000,141000000.00000,4815000000.00000
356,0.61181,0.45500,0.44874,0.59538,0.82465,ESP,Espey Mfg. & Electronics Corp.,AMEX,Industrials,Electrical Equipment & Parts,26.07000,12.81897,30.62456,USD,USD,0.00246,0.19736,,,,,,,,,,,12.81897,30.62456,72911533.00000,64884055.00000,0.15321,0.12592,0.12592,0.12592,8.16914,8.16914,8.16914,0.02641,0.02641,0.02641,0.07214,0.07214,0.07214,0.05665,0.19242,10.35969,9.73726,17.00050,0.94677,0.65998,2.69752,20851570.00000,1905631.00000,2012761.00000,22521012.00000,1526456.00000,2312870.00000,43917521,6968520,2583307.00000,6432042,1510537.00000,0.00000,7942579.00000
358,0.61135,0.25861,0.59578,0.61979,0.96211,CHMG,Chemung Financial Corporation,NASDAQ,Financial Services,Banks - Regional,43.90000,28.22323,44.80593,USD,USD,0.01345,0.17610,,,,,,,,,,,28.22323,44.80593,210231832.00000,281714832.00000,0.11349,0.07283,0.07283,0.07283,3.41038,3.41038,3.41038,0.05412,0.05412,0.05412,0.07739,0.07739,0.07739,-0.26349,0.12857,10.66835,15.99667,29.04127,3929.33557,4.47146,11.76770,38858064.00000,14312094000.00000,3642370.00000,76784000.00000,21463000.00000,4800000.00000,138643000,56179000,4774000.00000,23671000,6413999.00000,52520000.00000,82604999.00000
359,0.61120,0.26376,1.00000,0.79581,0.71890,CHTR,"Charter Communications, Inc.",NASDAQ,Communication Services,Telecommunications Services,338.29000,2.51922,477.85647,USD,USD,0.00208,14.11151,,,,,,,,,,,2.51922,477.85647,48019588920.00000,141493588920.00000,0.34721,0.07422,0.07422,0.07422,11.82958,11.82958,11.82958,0.17419,0.13030,0.17419,0.11524,0.11524,0.11524,0.25576,0.24546,18.33800,161.96979,387.60827,1.22276,15.99403,92.59394,5504000000.00000,367000000.00000,300141764.00000,41581000000.00000,4106000000.00000,256720715.00000,55085000000,13159000000,142115129.00000,5083000000,1649000000.00000,5229000000.00000,11961000000.00000
365,0.60852,0.38320,0.95128,0.63453,0.72229,ASGN,ASGN Incorporated,NYSE,Technology,Information Technology Services,61.25000,27.28115,69.58359,USD,USD,0.00423,0.14222,,,,,,,,,,,27.28115,69.58359,2670500000.00000,3565200000.00000,0.09706,0.10651,0.10651,0.10651,11.71222,11.71222,11.71222,0.12112,0.12112,0.12112,0.08056,0.08056,0.08056,0.16715,0.06154,10.58980,50.01760,92.96372,0.36608,4.28069,6.90249,287566000.00000,9941000.00000,27155000.00000,2625924000.00000,224736000.00000,52500000.00000,4099700000,304400000,44100000.00000,175200000,64900000.00000,64300000.00000,304400000.00000
366,0.60809,0.61636,0.92157,0.68638,0.45802,MKTX,MarketAxess Holdings Inc.,NASDAQ,Financial Services,Financial - Capital Markets,212.94000,114.58799,225.19123,USD,USD,0.00974,0.06353,,,,,,,,,,,114.58799,225.19123,8026390008.00000,7554566008.00000,0.20226,0.16954,0.16954,0.16954,20.86050,20.86050,20.86050,0.11552,0.11552,0.11552,0.09171,0.09171,0.09171,0.20052,0.06514,2.72600,10.78209,21.75590,0.28151,5.47331,9.06798,83316000.00000,8604000.00000,30563437.00000,397471000.00000,201768000.00000,36864000.00000,818022000,340956000,37600000.00000,274181000,86365000.00000,1601000.00000,362147000.00000
367,0.60774,0.35294,0.33249,0.97749,0.66693,CBL,"CBL & Associates Properties, Inc.",NYSE,Real Estate,REIT - Retail,23.80000,9.74802,37.66458,USD,USD,0.00028,0.19815,,,,,,,,,,,9.74802,37.66458,736274967.00000,2908163967.00000,0.18648,0.09833,0.09833,0.09833,13.62872,13.62872,13.62872,0.00450,0.00450,0.00450,0.15431,0.15431,0.15431,0.01230,0.25216,15.68664,5.42031,17.08400,6.51331,1.35946,8.21572,1002141000.00000,416103000.00000,63885000.00000,927252000.00000,232562000.00000,171070000.00000,515560998,247933999,30178000.00000,58970000,-71000.00000,154486000.00000,213385000.00000
368,0.60627,0.33127,0.02654,0.73930,0.94069,AXR,AMREP Corporation,NYSE,Real Estate,Real Estate - Development,18.65000,2.64779,22.06312,USD,USD,0.00020,0.92152,,,,,,,,,,,2.64779,22.06312,98610942.00000,61703942.00000,0.10558,0.09247,0.09247,0.09247,4.15207,4.15207,4.15207,-0.05316,-0.05316,-0.05316,0.10309,0.10309,0.10309,-0.07403,0.24358,30.80286,4.97684,10.91017,10.73233,0.43515,2.48901,204839000.00000,71370000.00000,6650000.00000,40178000.00000,3513000.00000,8073000.00000,58053000,13244000,5321000.00000,12967000,1894000.00000,0.00000,14861000.00000
371,0.60369,0.32809,0.46164,0.62951,0.89880,NMM,Navios Maritime Partners L.P.,NYSE,Industrials,Marine Shipping,31.41000,6.03322,52.75348,USD,USD,0.00781,2.00059,,,,,,,,,,,6.03322,52.75348,926199234.00000,2755358233.00000,0.12386,0.09161,0.09161,0.09161,5.60218,5.60218,5.60218,0.02884,0.02884,0.02884,0.07948,0.07948,0.07948,0.01151,0.16696,25.71916,23.94067,44.14329,13.48689,4.87394,16.76253,31549000.00000,16544000.00000,1226673.00000,211652000.00000,43089000.00000,8840689.00000,1334066000,506585000,30221266.00000,367308000,3.00000,124528999.00000,491837002.00000
373,0.60253,0.33552,0.72938,0.41397,0.97294,INFO,Harbor PanAgora Dynamic Large Cap Core ETF,NYSE,Financial Services,Asset Management,17.53410,43.73758,144.63678,USD,USD,0.00609,0.06882,,,,,,,,,,,43.73758,144.63678,61198112.00000,4725498112.00000,0.13388,0.09362,0.09362,0.09362,3.03578,3.03578,3.03578,0.07930,0.07930,0.07930,0.03313,0.03313,0.03313,0.12795,0.14714,2.73790,8.99251,11.67151,0.39860,1.30952,3.92684,550770000.00000,80185000.00000,201164852.00000,3599700000.00000,524200000.00000,400300000.00000,4658100000,1567200000,399100000.00000,1201100000,135300000.00000,220200000.00000,1556600000.00000
375,0.60230,0.23679,0.65595,1.00000,0.66299,GTLS-PB,"Chart Industries, Inc.",NYSE,Industrials,Industrial - Machinery,46.37640,11.95451,92.11020,USD,USD,0.00126,0.41909,,,,,,,,,,,11.95451,92.11020,5278403958.00000,8611403958.00000,0.07743,0.06693,0.06693,0.06693,13.76503,13.76503,13.76503,0.06546,0.06546,0.06546,0.17035,0.15915,0.17035,0.07028,0.35304,33.94089,32.16656,113.22581,4.22299,1.36630,15.34730,537454000.00000,66871000.00000,15835000.00000,988800000.00000,42000000.00000,30740000.00000,4808700000,651800000,42470000.00000,218500000,78600000.00000,328500000.00000,625600000.00000
376,0.60198,0.29827,1.00000,0.47396,0.89168,THRM,Gentherm Incorporated,NASDAQ,Consumer Cyclical,Auto - Parts,25.23000,3.62975,42.19046,USD,USD,0.00781,0.57304,,,,,,,,,,,3.62975,42.19046,777010833.00000,687582833.00000,0.10128,0.08355,0.08355,0.08355,5.84853,5.84853,5.84853,0.15363,0.13030,0.15363,0.04603,0.04603,0.04603,0.14967,0.05034,2.54624,26.84249,38.47418,0.27737,2.65036,3.92595,50609000.00000,5513000.00000,19876000.00000,985683000.00000,97324000.00000,36721000.00000,1189314000,121359000,30912000.00000,64947000,37318000.00000,15300000.00000,117565000.00000
377,0.60161,0.01939,0.72455,0.80794,1.00000,NTRS,Northern Trust Corporation,NASDAQ,Financial Services,Asset Management,86.01000,46.50210,147.44611,USD,USD,0.02601,0.21031,,,,,,,,,,,46.50210,147.44611,16769541720.00000,-15255758280.00000,0.16153,0.00816,0.00816,0.00816,-1.48914,2.09891,-1.48914,0.07839,0.07839,0.07839,0.11785,0.11785,0.11785,0.18100,-0.00500,13.75834,23.67193,57.71702,0.35221,8.64856,8.30859,2996100000.00000,76700000.00000,217766035.00000,5403300000.00000,1974100000.00000,228257664.00000,11539800000,1661200000,199937543.00000,2031100000,628400000.00000,7585200000.00000,10244700000.00000
378,0.60161,0.01939,0.72455,0.80794,1.00000,NTRSO,Northern Trust Corporation,NASDAQ,Financial Services,Asset Management,19.65000,46.50210,147.44611,USD,USD,0.02601,0.21031,,,,,,,,,,,46.50210,147.44611,16769541720.00000,-15255758280.00000,0.16153,0.00816,0.00816,0.00816,-1.48914,2.09891,-1.48914,0.07839,0.07839,0.07839,0.11785,0.11785,0.11785,0.18100,-0.00500,13.75834,23.67193,57.71702,0.35221,8.64856,8.30859,2996100000.00000,76700000.00000,217766035.00000,5403300000.00000,1974100000.00000,228257664.00000,11539800000,1661200000,199937543.00000,2031100000,628400000.00000,7585200000.00000,10244700000.00000
380,0.60060,0.31714,0.15197,0.73521,0.90692,TGNA,TEGNA Inc.,NYSE,Communication Services,Broadcasting,16.02000,3.05214,16.56884,USD,USD,0.03269,1.16312,,,,,,,,,,,3.05214,16.56884,2561565960.00000,5008223960.00000,0.20846,0.08865,0.08865,0.08865,5.32109,5.32109,5.32109,-0.02952,-0.02952,-0.02952,0.10221,0.10221,0.10221,-0.02866,0.08504,33.98034,8.82718,19.22785,8.45236,2.53217,4.86455,8033354000.00000,1998237000.00000,236411813.00000,1903026000.00000,545902000.00000,215587000.00000,3101971000,784784000,161327000.00000,598021000,173944000.00000,169238000.00000,941203000.00000
385,0.59917,0.39179,0.56022,0.54976,0.85315,ARCB,ArcBest Corporation,NASDAQ,Industrials,Trucking,63.63000,31.05427,72.14214,USD,USD,0.00294,0.23668,,,,,,,,,,,31.05427,72.14214,1473053589.00000,1633929589.00000,0.13646,0.10883,0.10883,0.10883,7.18249,7.18249,7.18249,0.04742,0.04742,0.04742,0.06233,0.06233,0.06233,0.04241,0.23009,74.02141,110.04848,178.51398,4.96051,2.08342,10.92104,1860477000.00000,124679000.00000,25134308.00000,2826457000.00000,53510000.00000,25683745.00000,4179019000,255662000,23410038.00000,173155000,45353000.00000,8980000.00000,227488000.00000
387,0.59868,0.11383,0.80616,0.81775,0.86759,CHILE.SN,Banco de Chile,SGO,Financial Services,Banks - Regional,127.00000,62.64788,148.30575,CLP,CLP,0.00066,0.20464,,,,,,,,,,,62.64788,148.30575,12829159000000.00000,22272533000000.00000,0.24402,0.03369,0.03369,0.03369,6.68253,6.68253,6.68253,0.09377,0.09377,0.09377,0.11996,0.11996,0.11996,0.09983,0.11083,7.51756,16.67532,41.27584,2.58703,6.80520,15.77699,635059634153.00000,218544194659.00000,84476875577.00000,1684492000000.00000,687441000000.00000,101017081114.00000,4172061000000,1594699000000,101077543860.00000,1294870000000,275478000000.00000,1762601000000.00000,3332949000000.00000
