ranking,score_final,roic_score,growth_2006_score,growth_2017_score,ev_ebit_score,symbol,companyName,exchange,sector,industry,current_price,fair_value_min,fair_value_max,trading_currency,reported_currency,ey_overall_min,ey_overall_max,ey_q1_min,ey_q1_max,ey_q2_min,ey_q2_max,ey_q3_min,ey_q3_max,ey_q4_min,ey_q4_max,ey_q5_min,ey_q5_max,fair_value_min_unconverted,fair_value_max_unconverted,marketCapTTM,enterpriseValueTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnInvestedCapitalTTM_win,returnOnInvestedCapitalTTM_original,ev_ebit,ev_ebit_win,ev_ebit_original,revenue_per_share_cagr_2006_ltm,revenue_per_share_cagr_2006_ltm_win,revenue_per_share_cagr_2006_ltm_original,revenue_per_share_cagr_2017_ltm,revenue_per_share_cagr_2017_ltm_win,revenue_per_share_cagr_2017_ltm_original,operating_income_per_share_cagr_2006_ltm,operating_income_per_share_cagr_2017_ltm,revenue_per_share_2006,revenue_per_share_2017,revenue_per_share_ltm,operating_income_per_share_2006,operating_income_per_share_2017,operating_income_per_share_ltm,revenue_2006,operatingIncome_2006,shares_2006,revenue_2017,operatingIncome_2017,shares_2017,revenue_ltm,operatingIncome_ltm,shares_ltm,netIncome_ltm,incomeTaxExpense_ltm,interestExpense_ltm,ebit_ltm
1097,0.46750,0.17790,0.71230,0.08119,0.97300,BFH,"Bread Financial Holdings, Inc.",NYSE,Financial Services,Financial - Credit Services,41.88000,4.63979,65.69007,USD,USD,0.00338,1.20053,,,,,,,,,,,4.63979,65.69007,2055989712.00000,4061989712.00000,0.08928,0.05101,0.05101,0.05101,3.03360,3.03360,3.03360,0.07608,0.07608,0.07608,-0.03843,-0.03843,-0.03843,0.01356,-0.18724,25.15002,138.58887,101.29032,4.35526,29.54219,5.62500,2005337000.00000,347267000.00000,79735000.00000,7719400000.00000,1645500000.00000,55700000.00000,5024000000,279000000,49600000.00000,276000000,103000000.00000,960000000.00000,1339000000.00000
1101,0.46709,0.19440,0.41866,0.43852,0.77373,MHK,"Mohawk Industries, Inc.",NYSE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",105.65000,27.36939,117.69917,USD,USD,0.00661,0.29851,,,,,,,,,,,27.36939,117.69917,6612337680.00000,6896637680.00000,0.06745,0.05547,0.05547,0.05547,9.93179,9.93179,9.93179,0.02074,0.02074,0.02074,0.03841,0.03841,0.03841,-0.00228,-0.05207,116.82244,127.64488,172.56210,12.39856,18.21178,11.87261,7905842000.00000,839060000.00000,67674000.00000,9491290000.00000,1354173000.00000,74357000.00000,10836900000,745600000,62800000.00000,517600000,128200000.00000,48600000.00000,694400000.00000
1108,0.46689,0.03363,0.46997,0.41871,0.93448,TCBK,TriCo Bancshares,NASDAQ,Financial Services,Banks - Regional,36.29000,26.28811,43.45146,USD,USD,0.00002,0.13200,,,,,,,,,,,26.28811,43.45146,1196495780.00000,1267777780.00000,0.09576,0.01201,0.01201,0.01201,4.36701,4.36701,4.36701,0.03041,0.03041,0.03041,0.03415,0.03415,0.03415,-0.04221,-0.13624,7.10496,9.59641,12.55426,2.79540,3.97595,1.23195,112133000.00000,44118000.00000,15782353.00000,219873000.00000,91097000.00000,22912000.00000,414215000,40647000,32993975.00000,114868000,40236000.00000,135204000.00000,290308000.00000
1111,0.46604,0.15663,0.54324,0.51697,0.71742,ALOT,"AstroNova, Inc.",NASDAQ,Technology,Computer Hardware,8.62000,1.25171,8.98262,USD,USD,0.00025,0.40784,,,,,,,,,,,1.25171,8.98262,64898601.00000,88690601.00000,0.04183,0.04526,0.04526,0.04526,11.88086,11.88086,11.88086,0.04422,0.04422,0.04422,0.05528,0.05528,0.05528,0.03994,0.02157,8.96656,13.26614,20.40224,0.47705,0.84638,1.00392,59301000.00000,3155000.00000,6613576.00000,98448000.00000,6281000.00000,7421000.00000,153516000,7554000,7524468.00000,3821000,502000.00000,3142000.00000,7465000.00000
1113,0.46601,0.03511,0.46514,0.50679,0.86737,WSBCP,"WesBanco, Inc.",NASDAQ,Financial Services,Banks - Regional,25.02000,18.90928,27.55747,USD,USD,0.01317,0.12058,,,,,,,,,,,18.90928,27.55747,2659631560.00000,3562875560.00000,0.05677,0.01241,0.01241,0.01241,6.69024,6.69024,6.69024,0.02950,0.02950,0.02950,0.05309,0.05309,0.05309,-0.03507,-0.04281,7.50100,8.61608,13.03248,8.87873,6.39440,4.50576,163241000.00000,193224000.00000,21762567.00000,379135000.00000,281374000.00000,44003208.00000,828073000,286292000,63539184.00000,151510000,33605000.00000,347433000.00000,532548000.00000
1114,0.46562,0.18385,0.37287,0.31562,0.88192,KRO,"Kronos Worldwide, Inc.",NYSE,Basic Materials,Chemicals - Specialty,6.69000,2.01498,9.27324,USD,USD,0.00525,0.37221,,,,,,,,,,,2.01498,9.27324,769590840.00000,1190890840.00000,0.10730,0.05262,0.05262,0.05262,6.18645,6.18645,6.18645,0.01211,0.01211,0.01211,0.01198,0.01198,0.01198,-0.01005,-0.10195,13.05558,14.91803,16.40957,1.46132,2.85073,1.20609,1279447000.00000,143209000.00000,98000000.00000,1729000000.00000,330400000.00000,115900000.00000,1887100000,138700000,115000000.00000,86200000,63400000.00000,42900000.00000,192500000.00000
1115,0.46525,0.00000,0.47633,0.44703,0.94080,LBAI,"Lakeland Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,13.43000,10.41523,15.71453,USD,USD,0.01338,0.12386,,,,,,,,,,,10.41523,15.71453,875024935.00000,1203039935.00000,0.05347,-0.01509,0.00292,-0.01509,4.14827,4.14827,4.14827,0.03161,0.03161,0.03161,0.04024,0.04024,0.04024,-0.00146,0.02502,3.01811,3.97618,5.45174,2.89337,2.30935,2.81416,80884000.00000,77541000.00000,26799545.00000,188622000.00000,109551000.00000,47438000.00000,355099000,183300000,65135000.00000,84730000,26066000.00000,179214000.00000,290010000.00000
1116,0.46471,0.19358,0.22573,0.73810,0.60078,WEN,The Wendy's Company,NASDAQ,Consumer Cyclical,Restaurants,13.30000,2.46445,23.71782,USD,USD,0.00164,0.38548,,,,,,,,,,,2.46445,23.71782,2666450500.00000,6308504500.00000,0.71546,0.05525,0.05525,0.05525,15.91875,15.91875,15.91875,-0.01562,-0.01562,-0.01562,0.10283,0.10283,0.10283,0.06747,0.09436,14.78468,5.01029,10.96283,0.52332,0.87951,1.80929,1243278000.00000,44007000.00000,84092308.00000,1223408000.00000,214758000.00000,244179000.00000,2246492000,370757000,204919000.00000,194357000,78056000.00000,123881000.00000,396294000.00000
1118,0.46455,0.01325,0.70418,0.58347,0.76432,RZB,"Reinsurance Group of America, Incorporated",NYSE,Financial Services,Insurance - Reinsurance,24.54000,22.42998,92.06133,USD,USD,0.01203,0.48462,,,,,,,,,,,22.42998,92.06133,11382606560.00000,13098606560.00000,0.06970,0.00650,0.00650,0.00650,10.25733,10.25733,10.25733,0.07455,0.07455,0.07455,0.06958,0.06958,0.06958,0.06995,-0.01786,84.87660,194.26279,332.72727,4.79254,20.00466,17.31818,5193691000.00000,293261000.00000,61191083.00000,12515769000.00000,1288840000.00000,64427000.00000,21960000000,1143000000,66000000.00000,717000000,256000000.00000,304000000.00000,1277000000.00000
1120,0.46455,0.01325,0.70418,0.58347,0.76432,RZA,"Reinsurance Group of America, Incorporated",NYSE,Financial Services,Insurance - Reinsurance,24.98000,22.42998,92.06133,USD,USD,0.01203,0.48462,,,,,,,,,,,22.42998,92.06133,11382606560.00000,13098606560.00000,0.06970,0.00650,0.00650,0.00650,10.25733,10.25733,10.25733,0.07455,0.07455,0.07455,0.06958,0.06958,0.06958,0.06995,-0.01786,84.87660,194.26279,332.72727,4.79254,20.00466,17.31818,5193691000.00000,293261000.00000,61191083.00000,12515769000.00000,1288840000.00000,64427000.00000,21960000000,1143000000,66000000.00000,717000000,256000000.00000,304000000.00000,1277000000.00000
1125,0.46377,0.18467,0.00000,0.57906,0.78394,MUR,Murphy Oil Corporation,NYSE,Energy,Oil & Gas Exploration & Production,22.32000,2.20192,22.67760,USD,USD,0.00214,1.22854,,,,,,,,,,,2.20192,22.67760,3185421120.00000,4827814120.00000,0.07675,0.05284,0.05284,0.05284,9.57810,9.57810,9.57810,-0.06671,-0.05816,-0.06671,0.06863,0.06863,0.06863,-0.02035,0.09198,76.87800,12.17616,20.70709,5.57726,1.86658,3.77361,14307387000.00000,1037957000.00000,186105086.00000,2097695000.00000,321573000.00000,172278816.00000,3019984000,550354000,145843000.00000,407171000,78272000.00000,18604000.00000,504047000.00000
1126,0.46372,0.23154,0.46912,0.19429,0.89113,BVN,Compañía de Minas Buenaventura S.A.A.,NYSE,Basic Materials,Other Precious Metals,13.32000,4.96283,18.08007,USD,USD,0.00467,0.31837,,,,,,,,,,,4.96283,18.08007,3379483907.00000,3527830907.00000,0.12470,0.06551,0.06551,0.06551,5.86769,5.86769,5.86769,0.03025,0.03025,0.03025,-0.01411,-0.01411,-0.01411,0.02015,0.19593,2.54231,5.01750,4.47841,1.19006,0.41544,1.73841,646872000.00000,302802000.00000,254442328.00000,1274378000.00000,105516000.00000,253986867.00000,1154605000,448190000,257815615.00000,402689000,156164000.00000,42377000.00000,601230000.00000
1129,0.46330,0.00000,0.59440,0.65588,0.75064,WRB-PH,W.R. Berkley Corporation 4.125%,NYSE,,,16.34000,18.81444,35.81862,USD,USD,0.02654,0.23121,,,,,,,,,,,18.81444,35.81862,24812757180.00000,25678976180.00000,0.21694,0.00000,0.00292,0.00000,10.73115,10.73115,10.73115,0.05386,0.05386,0.05386,0.08515,0.08515,0.08515,0.00285,0.02869,12.51092,17.62984,33.89777,2.50096,2.10520,2.63970,5394831000.00000,1078438000.00000,431209726.00000,7669497000.00000,915824000.00000,435029313.00000,13703137000,1067095000,404248913.00000,1756115000,509917000.00000,126907000.00000,2392939000.00000
1130,0.46330,0.00000,0.59440,0.65588,0.75064,WRB-PG,W.R. Berkley Corporation 4.25%,NYSE,,,16.75000,18.81444,35.81862,USD,USD,0.02654,0.23121,,,,,,,,,,,18.81444,35.81862,24812757180.00000,25678976180.00000,0.21694,0.00000,0.00292,0.00000,10.73115,10.73115,10.73115,0.05386,0.05386,0.05386,0.08515,0.08515,0.08515,0.00285,0.02869,12.51092,17.62984,33.89777,2.50096,2.10520,2.63970,5394831000.00000,1078438000.00000,431209726.00000,7669497000.00000,915824000.00000,435029313.00000,13703137000,1067095000,404248913.00000,1756115000,509917000.00000,126907000.00000,2392939000.00000
1131,0.46330,0.00000,0.59440,0.65588,0.75064,WRB-PE,W. R. Berkley Corporation 5.70% SB DB 2058,NYSE,Financial Services,Insurance - Property & Casualty,21.73000,18.81444,35.81862,USD,USD,0.02654,0.23121,,,,,,,,,,,18.81444,35.81862,24812757180.00000,25678976180.00000,0.21694,0.00000,0.00292,0.00000,10.73115,10.73115,10.73115,0.05386,0.05386,0.05386,0.08515,0.08515,0.08515,0.00285,0.02869,12.51092,17.62984,33.89777,2.50096,2.10520,2.63970,5394831000.00000,1078438000.00000,431209726.00000,7669497000.00000,915824000.00000,435029313.00000,13703137000,1067095000,404248913.00000,1756115000,509917000.00000,126907000.00000,2392939000.00000
1133,0.46330,0.00000,0.59440,0.65588,0.75064,WRB-PF,W.R. Berkley Corporation 5.10%,NYSE,,,19.65000,18.81444,35.81862,USD,USD,0.02654,0.23121,,,,,,,,,,,18.81444,35.81862,24812757180.00000,25678976180.00000,0.21694,0.00000,0.00292,0.00000,10.73115,10.73115,10.73115,0.05386,0.05386,0.05386,0.08515,0.08515,0.08515,0.00285,0.02869,12.51092,17.62984,33.89777,2.50096,2.10520,2.63970,5394831000.00000,1078438000.00000,431209726.00000,7669497000.00000,915824000.00000,435029313.00000,13703137000,1067095000,404248913.00000,1756115000,509917000.00000,126907000.00000,2392939000.00000
1137,0.46313,0.03670,0.37244,0.34538,1.00000,CADE-PA,Cadence Bank,NYSE,Financial Services,Banks - Regional,21.01000,14.60250,35.23902,USD,USD,0.01921,0.19175,,,,,,,,,,,14.60250,35.23902,4829633190.00000,3169663190.00000,0.09687,0.01284,0.01284,0.01284,2.06958,2.09891,2.06958,0.01203,0.01203,0.01203,0.01838,0.01838,0.01838,-0.02085,0.04216,7.46993,8.10464,9.37625,6.13673,2.95517,4.11200,591893000.00000,486254000.00000,79236709.00000,742069000.00000,270578000.00000,91561000.00000,1777725000,779631000,189598815.00000,523604000,152594000.00000,855352000.00000,1531550000.00000
1138,0.46313,0.03670,0.37244,0.34538,1.00000,CADE,Cadence Bank,NYSE,Financial Services,Banks - Regional,26.43000,14.60250,35.23902,USD,USD,0.01921,0.19175,,,,,,,,,,,14.60250,35.23902,4829633190.00000,3169663190.00000,0.09687,0.01284,0.01284,0.01284,2.06958,2.09891,2.06958,0.01203,0.01203,0.01203,0.01838,0.01838,0.01838,-0.02085,0.04216,7.46993,8.10464,9.37625,6.13673,2.95517,4.11200,591893000.00000,486254000.00000,79236709.00000,742069000.00000,270578000.00000,91561000.00000,1777725000,779631000,189598815.00000,523604000,152594000.00000,855352000.00000,1531550000.00000
1140,0.46253,0.40695,0.53168,0.20954,0.68413,NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,Consumer Cyclical,Travel Services,15.69000,10.54187,26.11328,USD,USD,0.00095,0.21066,,,,,,,,,,,10.54187,26.11328,6902737050.00000,19812462050.00000,1.00692,0.11293,0.11293,0.11293,13.03340,13.03340,13.03340,0.04204,0.04204,0.04204,-0.01083,-0.01083,-0.01083,0.17325,-0.03694,9.85847,23.52112,21.55892,0.16252,4.57164,3.38305,1976309000.00000,32580000.00000,200468080.00000,5396175000.00000,1048819000.00000,229418326.00000,9479651000,1487560000,439709089.00000,910257000,-137350001.00000,747223000.00000,1520129999.00000
1142,0.46208,0.26246,0.38273,0.30473,0.79799,CAJ,Canon Inc.,NYSE,Technology,Computer Hardware,21.63000,14.75029,25.87773,USD,JPY,0.01600,0.11703,,,,,,,,,,,2170.75595,3808.34877,3227836973036.80811,3283148973036.80811,0.08150,0.07387,0.07387,0.07387,9.09172,9.09172,9.09172,0.01397,0.01397,0.01397,0.00964,0.00964,0.00964,-0.02627,0.00579,3118.53487,3758.86034,4058.86696,530.42869,305.38693,319.83449,4156538186010.00000,706981707670.00000,1332849674.00000,4080015000000.00000,331479000000.00000,1085439370.00000,4123189000000,324903000000,1015847290.00000,259716000000,100256000000.00000,1142000000.00000,361114000000.00000
1146,0.46151,0.03071,0.41728,0.58291,0.81562,CNO-PA,"CNO Financial Group, Inc. 5.125",NYSE,Financial Services,Insurance - Diversified,17.75000,6.62290,26.23850,USD,USD,0.00769,0.57656,,,,,,,,,,,6.62290,26.23850,3690524800.00000,6553724800.00000,0.16188,0.01122,0.01122,0.01122,8.48159,8.48159,8.48159,0.02048,0.02048,0.02048,0.06946,0.06946,0.06946,0.05475,0.01261,29.45085,25.29922,43.29234,1.48856,3.70710,4.09815,4467400000.00000,225800000.00000,151690000.00000,4301500000.00000,630300000.00000,170025000.00000,4449500000,421200000,102778000.00000,404000000,114300000.00000,254400000.00000,772700000.00000
1148,0.46116,0.11472,0.39367,0.60128,0.72354,OXY-WT,Occidental Petroleum Corporatio,NYSE,,,20.66000,7.62417,27.74113,USD,USD,0.00597,0.34496,,,,,,,,,,,7.62417,27.74113,38098802820.00000,63070802820.00000,0.09282,0.03393,0.03393,0.03393,11.66897,11.66897,11.66897,0.01603,0.01603,0.01603,0.07341,0.07341,0.07341,-0.04400,0.08011,21.29955,16.34819,28.81402,9.52498,2.18664,4.05067,18160000000.00000,8121000000.00000,852600000.00000,12508000000.00000,1673000000.00000,765100000.00000,26725000000,3757000000,927500000.00000,3056000000,1174000000.00000,1175000000.00000,5405000000.00000
1152,0.46036,0.37984,0.46737,0.25019,0.69243,CNK,"Cinemark Holdings, Inc.",NYSE,Communication Services,Entertainment,24.58000,9.43935,36.71335,USD,USD,0.01241,0.27015,,,,,,,,,,,9.43935,36.71335,2898449020.00000,5297249020.00000,0.66818,0.10560,0.10560,0.10560,12.74603,12.74603,12.74603,0.02992,0.02992,0.02992,-0.00209,-0.00209,-0.00209,0.03684,-0.01463,14.51360,25.84133,25.41250,1.51449,3.38858,3.01167,1220594000.00000,127369000.00000,84100000.00000,2991547000.00000,392282000.00000,115766000.00000,3049500000,361400000,120000000.00000,309700000,-60100000.00000,166000000.00000,415600000.00000
1154,0.45980,0.23720,0.35615,0.43187,0.73077,VIV,Telefônica Brasil S.A.,NYSE,Communication Services,Telecommunications Services,8.77000,2.87792,11.66223,USD,USD,0.04038,1.17446,,,,,,,,,,,2.87792,11.66223,83312432335.87863,97367864335.87865,0.08026,0.06704,0.06704,0.06704,11.41872,11.41872,11.41872,0.00896,0.00896,0.00896,0.03698,0.03698,0.03698,-0.01888,0.03952,28.87792,25.58595,34.21082,7.69255,3.92744,5.35498,14607635662.00000,3891206870.00000,505841000.00000,43206832000.00000,6632237000.00000,1688694000.00000,55845991000,8741517000,1632407407.00000,5548118000,1206477000.00000,1772441000.00000,8527036000.00000
1156,0.45881,0.01199,0.56272,0.46577,0.87249,TMP,Tompkins Financial Corporation,AMEX,Financial Services,Banks - Regional,58.04000,43.40070,63.56998,USD,USD,0.00797,0.11474,,,,,,,,,,,43.40070,63.56998,837755164.00000,1493604164.00000,0.10210,0.00616,0.00616,0.00616,6.51305,6.51305,6.51305,0.04789,0.04789,0.04789,0.04427,0.04427,0.04427,-0.02839,-0.07209,10.52045,18.09366,25.58710,8.18633,8.61801,4.73630,113948000.00000,88667000.00000,10831099.00000,270508000.00000,128843000.00000,14950432.00000,364112000,67399000,14230297.00000,70850000,22003000.00000,136472000.00000,229325000.00000
1157,0.45849,0.17805,0.84813,0.72563,0.43871,DG,Dollar General Corporation,NYSE,Consumer Defensive,Discount Stores,92.62000,48.21715,95.05810,USD,USD,0.00398,0.10598,,,,,,,,,,,48.21715,95.05810,20371491140.00000,36902300139.00000,0.15512,0.05105,0.05105,0.05105,21.52900,21.52900,21.52900,0.10168,0.10168,0.10168,0.10015,0.10015,0.10015,0.12773,0.00716,29.32804,86.05273,184.65680,0.79407,7.36136,7.79358,9169822000.00000,248276000.00000,312664002.00000,23470967000.00000,2007818000.00000,272751002.00000,40612308000,1714074000,219934002.00000,1125253000,314501000.00000,274320000.00000,1714074000.00000
1159,0.45796,0.14760,0.66603,0.83557,0.43650,TAK,Takeda Pharmaceutical Company Limited,NYSE,Healthcare,Drug Manufacturers - Specialty & Generic,14.72000,9.89567,24.64585,USD,JPY,0.00134,0.12656,,,,,,,,,,,1456.31714,3627.05607,6857888821817.91016,11050066821817.91016,0.04037,0.04282,0.04282,0.04282,21.60571,21.60571,21.60571,0.06736,0.06736,0.06736,0.12379,0.12379,0.12379,0.00506,0.09635,832.11186,1128.80562,2871.53139,292.31760,154.15307,321.76671,1305167000000.00000,458500000000.00000,1568499458.00000,1770531000000.00000,241789000000.00000,1568499458.00000,4546083000000,509407000000,1583156298.00000,289996000000,-20454000000.00000,241900000000.00000,511442000000.00000
1160,0.45755,0.06663,0.77878,0.42285,0.78707,FALABELLA.SN,Falabella S.A.,SGO,Consumer Cyclical,Department Stores,3900.00000,1702.65109,3954.85034,CLP,CLP,0.00305,0.11259,,,,,,,,,,,1702.65109,3954.85034,9784476000000.00000,10075826939000.00000,0.07218,0.02093,0.02093,0.02093,9.47005,9.47005,9.47005,0.08861,0.08861,0.08861,0.03504,0.03504,0.03504,0.04585,0.22058,966.79045,3683.77320,4852.22594,94.83636,45.11837,222.27430,2329185398000.00000,228479164000.00000,2409193631.00000,8968017291000.00000,109839108000.00000,2434465103.00000,12173480991000,557651675000,2508844629.00000,480943269000,257839921000.00000,325184538000.00000,1063967728000.00000
1164,0.45615,0.01177,0.58262,0.36244,0.93480,NWBI,"Northwest Bancshares, Inc.",NASDAQ,Financial Services,Banks - Regional,11.18000,6.11448,13.21170,USD,USD,0.01304,0.13041,,,,,,,,,,,6.11448,13.21170,1425617700.00000,1581942700.00000,0.06370,0.00610,0.00610,0.00610,4.35600,4.35600,4.35600,0.05164,0.05164,0.05164,0.02205,0.02205,0.02205,0.01294,-0.06162,1.98519,4.34010,5.16736,0.63358,1.34545,0.80888,223490000.00000,71328000.00000,112578641.00000,438416000.00000,135911000.00000,101015083.00000,655295000,102577000,126814233.00000,100278000,29268000.00000,233618000.00000,363164000.00000
1172,0.45550,0.29531,0.15590,0.22675,0.86357,BTE,Baytex Energy Corp.,NYSE,Energy,Oil & Gas Exploration & Production,1.62000,0.06677,2.08288,USD,CAD,0.00059,3.10480,,,,,,,,,,,0.09505,2.96495,1782634793.76000,4047912793.76000,0.05911,0.08275,0.08275,0.08275,6.82175,6.82175,6.82175,-0.02878,-0.02878,-0.02878,-0.00713,-0.00713,-0.00713,-0.03042,0.21488,7.64616,4.64904,4.39034,2.09796,0.24583,1.16658,556689189.00000,152744641.00000,72806419.00000,1091534000.00000,57718000.00000,234787000.00000,3535544000,939444000,805300000.00000,236597000,136693000.00000,220093000.00000,593383000.00000
1182,0.45328,0.00825,0.00000,0.51009,0.97923,CPF,Central Pacific Financial Corp.,NYSE,Financial Services,Banks - Regional,23.98000,2.30528,26.25886,USD,USD,0.00889,0.85456,,,,,,,,,,,2.30528,26.25886,650236884.00000,457665884.00000,0.10135,0.00515,0.00515,0.00515,2.81805,2.81805,2.81805,-0.12281,-0.05816,-0.12281,0.05380,0.05380,0.05380,-0.19419,0.05271,120.92971,6.59502,10.02970,109.51255,1.20051,1.81067,254005000.00000,230024000.00000,2100435.00000,200492000.00000,36496000.00000,30400511.00000,271377000,48992000,27057329.00000,53412000,14627000.00000,94366000.00000,162405000.00000
1190,0.45225,0.18404,0.69049,0.58012,0.56279,AEM,Agnico Eagle Mines Limited,NYSE,Basic Materials,Gold,99.48000,12.46546,100.74111,USD,USD,0.00060,0.30404,,,,,,,,,,,12.46546,100.74111,50037435252.00000,50393186252.00000,0.09389,0.05267,0.05267,0.05267,17.23365,17.23365,17.23365,0.07197,0.07197,0.07197,0.06886,0.06886,0.06886,0.03385,0.11839,4.43027,9.73978,16.59217,2.38319,1.83277,4.48603,510547000.00000,274640000.00000,115240714.00000,2242604000.00000,421999000.00000,230252000.00000,8294490729,2242585145,499904000.00000,1900142922,927484590.00000,96489000.00000,2924116512.00000
1192,0.45184,0.27681,0.52478,0.28083,0.73200,ITRI,"Itron, Inc.",NASDAQ,Technology,"Hardware, Equipment & Parts",94.79000,62.30754,134.39862,USD,USD,0.00153,0.08458,,,,,,,,,,,62.30754,134.39862,4282593242.00000,3388921242.00000,0.17900,0.07775,0.07775,0.07775,11.37638,11.37638,11.37638,0.04074,0.04074,0.04074,0.00450,0.00450,0.00450,0.04741,0.05157,25.34202,52.21050,54.12055,2.42949,3.91737,5.85736,644042000.00000,61743000.00000,25414000.00000,2018197000.00000,151426000.00000,38655000.00000,2440837000,264167000,45100000.00000,239105000,43407000.00000,15379000.00000,297891000.00000
1195,0.45124,0.00907,0.52727,0.41164,0.90179,SSB,SouthState Corporation,NASDAQ,Financial Services,Banks - Regional,81.48000,16.71699,103.33853,USD,USD,0.00130,0.41993,,,,,,,,,,,16.71699,103.33853,8259220200.00000,7842154200.00000,0.09304,0.00537,0.00537,0.00537,5.49881,5.49881,5.49881,0.04121,0.04121,0.04121,0.03263,0.03263,0.03263,-0.03728,-0.05764,10.86030,18.09355,23.39220,8.80407,6.87765,4.27724,104075000.00000,84370000.00000,9583065.00000,537125000.00000,204170000.00000,29686000.00000,1784895000,326366000,76303000.00000,534783000,165465000.00000,725908000.00000,1426156000.00000
1200,0.45007,0.24582,0.15086,0.28051,0.85890,GILT,Gilat Satellite Networks Ltd.,NASDAQ,Technology,Communication Equipment,5.52000,0.63378,7.52204,USD,USD,0.00132,0.68967,,,,,,,,,,,0.63378,7.52204,314733840.00000,203920840.00000,0.08572,0.06937,0.06937,0.06937,6.98335,6.98335,6.98335,-0.02973,-0.02973,-0.02973,0.00443,0.00443,0.00443,-0.00435,0.11457,9.50474,5.17103,5.35714,0.51393,0.19863,0.47305,248710000.00000,13448000.00000,26166946.00000,282756000.00000,10861000.00000,54680822.00000,305448000,26972000,57017032.00000,24849000,4352000.00000,0.00000,29201000.00000
1205,0.44967,0.26686,0.37515,0.28920,0.76974,PKOH,Park-Ohio Holdings Corp.,NASDAQ,Industrials,Industrial - Machinery,19.40000,7.74272,23.21450,USD,USD,0.01310,0.36034,,,,,,,,,,,7.74272,23.21450,276081400.00000,890181400.00000,0.11248,0.07506,0.07506,0.07506,10.06993,10.06993,10.06993,0.01254,0.01254,0.01254,0.00630,0.00630,0.00630,0.01024,-0.01639,96.10576,115.81148,121.77941,5.33772,7.39344,6.47794,1056246000.00000,58664000.00000,10990455.00000,1412900000.00000,90200000.00000,12200000.00000,1656200000,88100000,13600000.00000,35300000,5700000.00000,47400000.00000,88400000.00000
1207,0.44951,0.00000,0.57100,0.48331,0.84154,CBU,"Community Bank System, Inc.",NYSE,Financial Services,Banks - Regional,51.56000,32.72495,52.70742,USD,USD,0.00821,0.10573,,,,,,,,,,,32.72495,52.70742,2724255096.00000,3269673096.00000,0.10617,0.00272,0.00292,0.00272,7.58421,7.58421,7.58421,0.04945,0.04945,0.04945,0.04804,0.04804,0.04804,-0.07583,-0.13603,6.13984,10.55329,15.36070,4.91591,3.53906,1.09869,184085000.00000,147389000.00000,29982031.00000,518098000.00000,173745000.00000,49093485.00000,813676000,58198999,52971277.00000,182481000,54224000.00000,194411000.00000,431116000.00000
1213,0.44881,0.20087,0.60501,0.37960,0.70509,STRA,"Strategic Education, Inc.",NASDAQ,Consumer Defensive,Education & Training Services,81.07000,35.76837,102.58090,USD,USD,0.00913,0.13448,,,,,,,,,,,35.76837,102.58090,1998715994.00000,1986867994.00000,0.06727,0.05722,0.05722,0.05722,12.30777,12.30777,12.30777,0.05586,0.05586,0.05586,0.02574,0.02574,0.02574,0.00789,0.03641,18.58377,42.59702,52.20068,5.60626,4.88940,6.50890,263648000.00000,79536000.00000,14187000.00000,454851000.00000,52209000.00000,10678000.00000,1219930000,152113000,23370000.00000,112684000,48748000.00000,0.00000,161432000.00000
1218,0.44778,0.15049,0.50127,0.39379,0.77005,CWT,California Water Service Group,NYSE,Utilities,Regulated Water,48.47000,18.07499,55.01195,USD,USD,0.00094,0.18091,,,,,,,,,,,18.07499,55.01195,2883402748.00000,2905703748.00000,0.12155,0.04360,0.04360,0.04360,10.05918,10.05918,10.05918,0.03631,0.03631,0.03631,0.02879,0.02879,0.02879,0.05667,0.09890,8.85261,13.89094,17.43205,1.47059,1.97094,4.19122,334717000.00000,55603000.00000,37810000.00000,666890000.00000,94623000.00000,48009000.00000,1036806000,249281000,59477000.00000,190807000,40504000.00000,57550000.00000,288861000.00000
1219,0.44685,0.19184,0.49735,0.19950,0.86878,SCSC,"ScanSource, Inc.",NASDAQ,Technology,Technology Distributors,30.27000,17.92484,32.52774,USD,USD,0.01264,0.14449,,,,,,,,,,,17.92484,32.52774,710240145.00000,607581145.00000,0.06822,0.05478,0.05478,0.05478,6.64139,6.64139,6.64139,0.03557,0.03557,0.03557,-0.01299,-0.01299,-0.01299,0.01570,-0.00479,65.34071,140.93475,126.93392,2.49472,3.48523,3.35394,1665600000.00000,63593000.00000,25491000.00000,3568186000.00000,88239000.00000,25318000.00000,3021789000,79844000,23806000.00000,62929000,20391000.00000,8164000.00000,91484000.00000
